registration_id,user_id,event_id,registration_date,completed,rating_given,referral_source,device,days_before_event
REG06693,USR0734,EVT008,2023-01-13,1,3.5,Recommandation,Desktop,47
REG06694,USR0734,EVT054,2024-06-19,1,4.8,Social Media,Mobile,40
REG06695,USR0734,EVT065,2023-10-27,1,4.7,Social Media,Mobile,34
REG06696,USR0734,EVT017,2024-01-24,1,4.5,Social Media,Desktop,48
REG06697,USR0734,EVT021,2023-07-04,1,4.7,Direct,Mobile,50
REG06698,USR0735,EVT068,2024-10-07,1,4.7,Direct,Tablet,14
REG06699,USR0735,EVT053,2024-01-25,1,3.1,Recommandation,Tablet,9
REG06700,USR0735,EVT036,2024-11-23,1,3.3,Push Notification,Tablet,43
REG06701,USR0735,EVT040,2023-03-26,0,,Direct,Desktop,55
REG06702,USR0735,EVT062,2023-01-21,1,3.7,Push Notification,Tablet,29
REG06703,USR0735,EVT052,2023-01-26,0,,Push Notification,Desktop,50
REG06704,USR0735,EVT035,2023-04-08,0,,Recommandation,Desktop,31
REG06705,USR0735,EVT061,2023-12-12,1,4.7,Social Media,Tablet,45
REG06706,USR0736,EVT049,2023-08-05,1,3.2,Direct,Tablet,38
REG06707,USR0736,EVT035,2024-07-04,1,4.1,Recommandation,Mobile,33
REG06708,USR0736,EVT006,2023-07-08,1,4.2,Email,Mobile,46
REG06709,USR0736,EVT055,2023-06-03,1,4.6,Social Media,Desktop,52
REG06710,USR0736,EVT011,2023-12-05,1,4.5,Push Notification,Tablet,32
REG06711,USR0736,EVT017,2024-02-03,1,3.6,Email,Mobile,41
REG06712,USR0736,EVT037,2023-12-02,0,,Push Notification,Mobile,10
REG06713,USR0736,EVT062,2023-01-13,1,4.8,Push Notification,Desktop,50
REG06714,USR0736,EVT067,2024-02-22,0,,Recommandation,Mobile,38
REG06715,USR0736,EVT040,2024-08-02,1,3.8,Push Notification,Tablet,4
REG06716,USR0736,EVT046,2024-04-03,1,4.4,Direct,Mobile,59
REG06717,USR0736,EVT020,2024-03-18,1,4.6,Push Notification,Tablet,39
REG06718,USR0737,EVT019,2023-03-18,1,3.8,Social Media,Mobile,34
REG06719,USR0737,EVT034,2023-06-05,1,3.1,Push Notification,Tablet,34
REG06720,USR0737,EVT005,2024-01-22,1,4.4,Direct,Tablet,24
REG06721,USR0737,EVT059,2024-12-18,1,4.6,Email,Mobile,27
REG06722,USR0737,EVT022,2024-10-28,1,3.0,Direct,Tablet,22
REG06723,USR0737,EVT065,2024-10-28,0,,Direct,Mobile,21
REG06724,USR0738,EVT027,2024-12-04,1,4.2,Email,Mobile,14
REG06725,USR0738,EVT035,2023-11-23,1,4.1,Social Media,Tablet,44
REG06726,USR0738,EVT010,2023-01-02,1,4.9,Social Media,Tablet,60
REG06727,USR0738,EVT005,2024-01-28,1,4.1,Email,Mobile,30
REG06728,USR0738,EVT051,2023-04-12,1,4.5,Push Notification,Tablet,26
REG06729,USR0738,EVT065,2023-01-27,1,4.9,Social Media,Mobile,33
REG06730,USR0738,EVT036,2024-10-27,1,4.1,Social Media,Desktop,17
REG06731,USR0738,EVT024,2023-10-06,1,4.7,Push Notification,Mobile,54
REG06732,USR0738,EVT008,2023-07-23,1,4.7,Direct,Desktop,55
REG06733,USR0738,EVT022,2024-03-02,1,4.1,Push Notification,Mobile,46
REG06734,USR0738,EVT034,2024-08-24,1,4.8,Email,Desktop,15
REG06735,USR0738,EVT009,2024-06-08,0,,Push Notification,Mobile,50
REG06736,USR0739,EVT007,2024-08-06,0,,Recommandation,Desktop,33
REG06737,USR0739,EVT004,2023-09-25,1,4.1,Social Media,Mobile,5
REG06738,USR0739,EVT068,2024-06-22,0,,Direct,Desktop,30
REG06739,USR0739,EVT066,2023-06-20,1,4.4,Push Notification,Mobile,8
REG06740,USR0739,EVT049,2023-06-13,0,,Recommandation,Tablet,45
REG06741,USR0739,EVT059,2024-03-27,1,3.0,Email,Mobile,44
REG06742,USR0739,EVT057,2023-08-06,1,3.1,Social Media,Mobile,29
REG06743,USR0739,EVT008,2023-01-18,1,4.4,Push Notification,Desktop,55
REG06744,USR0739,EVT065,2023-11-19,1,4.1,Email,Tablet,21
REG06745,USR0739,EVT031,2024-09-17,0,,Email,Desktop,14
REG06746,USR0739,EVT011,2023-01-25,0,,Email,Desktop,23
REG06747,USR0740,EVT036,2023-06-21,0,,Email,Tablet,57
REG06748,USR0740,EVT058,2024-08-03,1,4.1,Push Notification,Mobile,60
REG06749,USR0740,EVT042,2023-02-13,1,4.8,Email,Desktop,39
REG06750,USR0740,EVT041,2024-11-05,0,,Recommandation,Mobile,15
REG06751,USR0740,EVT030,2024-02-11,0,,Push Notification,Mobile,13
REG06752,USR0741,EVT038,2023-01-19,1,4.3,Email,Mobile,2
REG06753,USR0741,EVT070,2024-08-02,1,4.1,Email,Tablet,20
REG06754,USR0741,EVT043,2023-01-06,1,4.8,Recommandation,Desktop,40
REG06755,USR0741,EVT051,2024-02-01,1,4.4,Direct,Mobile,60
REG06756,USR0741,EVT054,2024-04-21,1,4.8,Push Notification,Mobile,41
REG06757,USR0741,EVT035,2023-10-17,1,4.4,Social Media,Tablet,1
REG06758,USR0741,EVT046,2024-03-20,1,4.8,Recommandation,Mobile,16
REG06759,USR0741,EVT052,2023-07-31,1,3.2,Direct,Tablet,12
REG06760,USR0741,EVT069,2024-03-07,1,4.9,Email,Desktop,54
REG06761,USR0741,EVT062,2024-08-13,1,4.9,Direct,Mobile,3
REG06762,USR0741,EVT001,2024-01-07,1,4.6,Recommandation,Mobile,14
REG06763,USR0741,EVT009,2023-08-15,1,3.1,Direct,Desktop,13
REG06764,USR0742,EVT022,2023-06-03,1,3.0,Recommandation,Mobile,41
REG06765,USR0742,EVT066,2023-07-26,1,4.3,Direct,Desktop,22
REG06766,USR0742,EVT034,2023-09-02,1,3.1,Direct,Mobile,43
REG06767,USR0742,EVT047,2024-06-13,0,,Recommandation,Desktop,18
REG06768,USR0743,EVT070,2024-09-11,1,3.6,Social Media,Mobile,45
REG06769,USR0743,EVT032,2023-01-12,1,4.1,Email,Desktop,10
REG06770,USR0743,EVT049,2024-11-29,1,3.7,Email,Tablet,20
REG06771,USR0743,EVT050,2024-03-16,1,4.3,Recommandation,Desktop,24
REG06772,USR0743,EVT042,2023-01-06,0,,Email,Mobile,37
REG06773,USR0744,EVT038,2024-01-15,0,,Recommandation,Tablet,46
REG06774,USR0744,EVT067,2024-11-22,1,4.9,Direct,Tablet,19
REG06775,USR0744,EVT039,2024-10-20,1,3.2,Email,Tablet,59
REG06776,USR0744,EVT051,2024-09-04,1,3.4,Email,Mobile,25
REG06777,USR0744,EVT037,2023-12-23,1,4.0,Social Media,Mobile,26
REG06778,USR0744,EVT060,2023-01-17,0,,Email,Desktop,50
REG06779,USR0744,EVT022,2023-12-24,1,4.9,Email,Tablet,38
REG06780,USR0744,EVT002,2023-06-15,1,4.8,Direct,Tablet,23
REG06781,USR0745,EVT016,2023-10-15,1,4.8,Push Notification,Tablet,10
REG06782,USR0745,EVT060,2024-11-20,1,4.0,Recommandation,Mobile,47
REG06783,USR0745,EVT024,2024-09-10,1,3.7,Social Media,Tablet,56
REG06784,USR0745,EVT037,2024-10-13,1,4.5,Direct,Mobile,1
REG06785,USR0745,EVT017,2023-05-26,0,,Recommandation,Tablet,32
REG06786,USR0745,EVT069,2023-03-24,0,,Push Notification,Desktop,51
REG06787,USR0745,EVT019,2024-11-20,1,3.6,Direct,Desktop,6
REG06788,USR0745,EVT038,2023-09-16,1,3.3,Direct,Mobile,44
REG06789,USR0745,EVT026,2024-08-19,0,,Recommandation,Desktop,14
REG06790,USR0745,EVT039,2023-03-07,0,,Recommandation,Tablet,24
REG06791,USR0745,EVT062,2023-12-30,1,4.1,Email,Mobile,10
REG06792,USR0745,EVT070,2024-10-05,1,3.0,Direct,Tablet,38
REG06793,USR0745,EVT067,2023-12-25,1,3.4,Recommandation,Desktop,59
REG06794,USR0745,EVT047,2023-09-18,1,3.9,Push Notification,Tablet,17
REG06795,USR0746,EVT024,2024-10-06,1,4.9,Social Media,Mobile,37
REG06796,USR0746,EVT002,2024-06-17,0,,Recommandation,Desktop,4
REG06797,USR0746,EVT061,2024-10-22,1,3.5,Direct,Tablet,20
REG06798,USR0746,EVT070,2024-03-28,1,4.7,Direct,Mobile,29
REG06799,USR0746,EVT019,2023-10-30,1,3.1,Direct,Mobile,11
REG06800,USR0746,EVT059,2023-06-27,1,3.7,Push Notification,Tablet,43
REG06801,USR0747,EVT003,2023-09-18,1,3.9,Push Notification,Mobile,35
REG06802,USR0747,EVT034,2023-01-29,0,,Recommandation,Desktop,60
REG06803,USR0747,EVT016,2023-03-12,1,3.5,Email,Mobile,25
REG06804,USR0748,EVT033,2024-09-20,1,4.5,Recommandation,Tablet,11
REG06805,USR0748,EVT042,2024-07-20,1,3.4,Push Notification,Mobile,49
REG06806,USR0748,EVT067,2024-09-17,1,4.2,Email,Mobile,49
REG06807,USR0748,EVT010,2024-07-10,1,4.2,Recommandation,Desktop,7
REG06808,USR0748,EVT006,2023-05-20,0,,Direct,Desktop,25
REG06809,USR0749,EVT048,2024-02-23,0,,Direct,Desktop,17
REG06810,USR0749,EVT069,2024-04-19,1,3.7,Push Notification,Desktop,58
REG06811,USR0749,EVT070,2023-02-18,1,4.8,Email,Tablet,44
REG06812,USR0749,EVT068,2023-03-21,1,5.0,Recommandation,Mobile,51
REG06813,USR0749,EVT044,2024-08-10,1,3.3,Direct,Mobile,57
REG06814,USR0749,EVT061,2024-08-17,1,3.3,Direct,Mobile,1
REG06815,USR0749,EVT029,2023-05-28,1,4.3,Email,Desktop,16
REG06816,USR0749,EVT016,2024-06-25,1,3.3,Recommandation,Mobile,1
REG06817,USR0750,EVT022,2024-11-19,0,,Social Media,Desktop,22
REG06818,USR0750,EVT030,2024-07-31,1,4.5,Email,Tablet,51
REG06819,USR0750,EVT070,2024-06-25,1,3.7,Social Media,Mobile,52
REG06820,USR0750,EVT019,2024-09-11,1,4.8,Recommandation,Mobile,1
REG06821,USR0750,EVT069,2024-03-19,1,4.8,Social Media,Mobile,52
REG06822,USR0751,EVT009,2024-07-29,0,,Recommandation,Mobile,7
REG06823,USR0751,EVT064,2024-03-17,1,3.9,Direct,Tablet,10
REG06824,USR0752,EVT027,2023-03-08,1,4.3,Email,Desktop,1
REG06825,USR0752,EVT050,2024-05-16,0,,Social Media,Desktop,3
REG06826,USR0752,EVT070,2024-09-08,1,4.0,Recommandation,Desktop,60
REG06827,USR0752,EVT024,2024-12-24,1,4.7,Social Media,Mobile,57
REG06828,USR0752,EVT002,2023-11-13,1,3.9,Direct,Desktop,14
REG06829,USR0752,EVT041,2024-07-19,1,3.5,Recommandation,Tablet,52
REG06830,USR0752,EVT005,2024-01-17,1,3.8,Recommandation,Tablet,59
REG06831,USR0752,EVT055,2024-04-17,1,4.1,Push Notification,Tablet,27
REG06832,USR0752,EVT001,2023-08-21,1,4.0,Push Notification,Desktop,15
REG06833,USR0752,EVT012,2024-05-15,1,3.4,Social Media,Mobile,37
REG06834,USR0752,EVT033,2024-11-13,0,,Recommandation,Desktop,26
REG06835,USR0752,EVT032,2023-11-25,1,5.0,Recommandation,Mobile,44
REG06836,USR0752,EVT040,2023-08-28,1,3.0,Direct,Desktop,34
REG06837,USR0753,EVT037,2023-06-03,0,,Social Media,Desktop,25
REG06838,USR0753,EVT045,2024-12-12,1,4.3,Direct,Mobile,60
REG06839,USR0753,EVT031,2023-12-29,0,,Email,Tablet,7
REG06840,USR0753,EVT043,2024-04-27,1,3.3,Recommandation,Mobile,56
REG06841,USR0753,EVT047,2023-09-01,1,3.5,Recommandation,Tablet,43
REG06842,USR0753,EVT060,2023-08-09,1,4.1,Email,Mobile,5
REG06843,USR0753,EVT062,2024-06-22,0,,Push Notification,Desktop,5
REG06844,USR0753,EVT063,2023-07-12,1,4.3,Email,Desktop,48
REG06845,USR0753,EVT069,2024-07-29,1,3.2,Email,Tablet,19
REG06846,USR0753,EVT040,2024-04-17,1,4.8,Email,Desktop,14
REG06847,USR0753,EVT051,2023-09-19,1,4.0,Push Notification,Tablet,23
REG06848,USR0753,EVT068,2023-11-16,1,4.6,Recommandation,Desktop,51
REG06849,USR0754,EVT063,2024-04-07,0,,Push Notification,Mobile,42
REG06850,USR0754,EVT008,2023-04-11,1,4.0,Recommandation,Tablet,12
REG06851,USR0754,EVT016,2024-02-19,1,3.9,Email,Mobile,35
REG06852,USR0754,EVT001,2024-10-24,1,4.2,Push Notification,Tablet,13
REG06853,USR0754,EVT066,2023-02-16,1,4.1,Recommandation,Desktop,33
REG06854,USR0754,EVT070,2023-04-17,1,4.8,Email,Tablet,34
REG06855,USR0754,EVT026,2023-02-18,0,,Recommandation,Mobile,33
REG06856,USR0754,EVT069,2024-12-01,1,4.5,Push Notification,Desktop,19
REG06857,USR0754,EVT032,2024-02-16,0,,Push Notification,Tablet,34
REG06858,USR0755,EVT070,2024-03-18,1,3.4,Direct,Mobile,60
REG06859,USR0755,EVT037,2024-07-12,1,4.5,Direct,Mobile,6
REG06860,USR0755,EVT068,2023-09-26,1,4.4,Social Media,Mobile,13
REG06861,USR0755,EVT040,2024-04-07,0,,Push Notification,Tablet,48
REG06862,USR0755,EVT035,2023-07-26,1,5.0,Recommandation,Desktop,1
REG06863,USR0755,EVT067,2024-10-27,1,4.6,Social Media,Tablet,15
REG06864,USR0755,EVT069,2023-10-11,1,4.3,Direct,Desktop,32
REG06865,USR0755,EVT041,2024-02-27,1,3.4,Direct,Mobile,36
REG06866,USR0755,EVT062,2024-12-08,0,,Social Media,Mobile,14
REG06867,USR0755,EVT031,2023-08-28,0,,Direct,Tablet,9
REG06868,USR0755,EVT050,2024-12-16,1,4.0,Social Media,Mobile,36
REG06869,USR0755,EVT064,2023-03-18,1,4.8,Social Media,Mobile,24
REG06870,USR0755,EVT048,2024-12-05,1,3.5,Push Notification,Mobile,13
REG06871,USR0755,EVT032,2024-02-12,1,3.8,Push Notification,Mobile,33
REG06872,USR0756,EVT046,2024-04-29,1,3.9,Email,Mobile,33
REG06873,USR0756,EVT054,2024-05-19,1,5.0,Direct,Mobile,27
REG06874,USR0756,EVT045,2024-12-08,1,4.1,Email,Mobile,22
REG06875,USR0756,EVT036,2024-12-12,1,4.2,Direct,Desktop,35
REG06876,USR0756,EVT065,2023-03-18,1,4.0,Push Notification,Desktop,40
REG06877,USR0756,EVT055,2024-10-10,1,4.3,Recommandation,Tablet,37
REG06878,USR0757,EVT013,2024-07-23,0,,Push Notification,Desktop,42
REG06879,USR0757,EVT011,2024-06-13,1,3.9,Recommandation,Mobile,38
REG06880,USR0757,EVT067,2023-11-21,1,4.5,Social Media,Tablet,47
REG06881,USR0757,EVT010,2023-06-02,1,4.9,Push Notification,Mobile,29
REG06882,USR0757,EVT014,2023-06-21,1,4.6,Direct,Mobile,56
REG06883,USR0758,EVT015,2023-12-15,1,4.8,Push Notification,Mobile,4
REG06884,USR0758,EVT029,2024-12-12,1,4.1,Email,Tablet,37
REG06885,USR0758,EVT063,2023-10-14,1,3.1,Email,Desktop,46
REG06886,USR0758,EVT011,2023-03-21,0,,Social Media,Mobile,17
REG06887,USR0758,EVT007,2023-10-29,1,5.0,Push Notification,Mobile,36
REG06888,USR0758,EVT024,2023-07-26,1,3.3,Social Media,Desktop,20
REG06889,USR0758,EVT026,2024-05-30,1,3.4,Direct,Tablet,42
REG06890,USR0758,EVT002,2024-07-23,1,3.1,Push Notification,Mobile,52
REG06891,USR0758,EVT001,2024-04-07,1,3.8,Direct,Mobile,40
REG06892,USR0758,EVT014,2024-10-27,1,4.3,Push Notification,Desktop,36
REG06893,USR0758,EVT068,2024-08-05,0,,Email,Desktop,24
REG06894,USR0758,EVT028,2024-04-30,1,4.4,Social Media,Tablet,17
REG06895,USR0759,EVT070,2024-03-01,1,4.4,Push Notification,Desktop,48
REG06896,USR0759,EVT062,2024-01-16,1,3.2,Social Media,Desktop,23
REG06897,USR0759,EVT053,2023-08-15,1,3.9,Direct,Tablet,24
REG06898,USR0759,EVT050,2024-07-30,1,4.2,Recommandation,Tablet,15
REG06899,USR0759,EVT045,2024-02-28,1,4.9,Social Media,Tablet,13
REG06900,USR0759,EVT044,2024-03-26,1,4.1,Social Media,Mobile,13
REG06901,USR0759,EVT049,2024-09-26,0,,Direct,Mobile,19
REG06902,USR0759,EVT043,2023-05-14,1,3.6,Push Notification,Desktop,54
REG06903,USR0759,EVT046,2024-02-04,1,3.1,Email,Desktop,52
REG06904,USR0759,EVT038,2024-06-13,1,3.7,Social Media,Tablet,35
REG06905,USR0759,EVT042,2023-03-15,0,,Email,Tablet,1
REG06906,USR0759,EVT066,2023-08-28,1,3.8,Push Notification,Tablet,19
REG06907,USR0760,EVT015,2024-06-04,0,,Email,Desktop,14
REG06908,USR0760,EVT018,2024-05-17,1,4.3,Direct,Tablet,58
REG06909,USR0761,EVT063,2023-01-10,1,3.8,Recommandation,Mobile,1
REG06910,USR0761,EVT042,2024-06-20,1,4.7,Social Media,Tablet,30
REG06911,USR0761,EVT038,2023-01-04,0,,Social Media,Mobile,40
REG06912,USR0761,EVT059,2023-07-31,1,3.5,Social Media,Desktop,3
REG06913,USR0761,EVT034,2023-06-20,1,4.6,Social Media,Desktop,12
REG06914,USR0761,EVT050,2024-01-03,0,,Email,Desktop,24
REG06915,USR0761,EVT044,2024-04-04,1,3.6,Recommandation,Tablet,25
REG06916,USR0761,EVT061,2023-08-06,1,4.1,Email,Tablet,59
REG06917,USR0761,EVT065,2024-11-13,1,4.5,Email,Desktop,26
REG06918,USR0761,EVT052,2023-03-02,0,,Recommandation,Desktop,31
REG06919,USR0761,EVT046,2023-08-04,1,4.3,Recommandation,Mobile,4
REG06920,USR0761,EVT033,2024-08-08,1,4.6,Direct,Desktop,53
REG06921,USR0761,EVT037,2023-04-30,1,4.9,Email,Tablet,22
REG06922,USR0761,EVT048,2023-07-18,0,,Direct,Desktop,26
REG06923,USR0761,EVT035,2023-01-22,0,,Push Notification,Desktop,19
REG06924,USR0761,EVT015,2024-12-11,1,4.2,Social Media,Mobile,33
REG06925,USR0761,EVT028,2023-03-28,1,3.5,Direct,Tablet,29
REG06926,USR0762,EVT056,2023-12-07,0,,Recommandation,Desktop,26
REG06927,USR0762,EVT033,2023-01-18,1,3.4,Push Notification,Desktop,2
REG06928,USR0762,EVT069,2024-01-17,1,4.7,Social Media,Mobile,53
REG06929,USR0762,EVT049,2024-10-06,1,4.4,Direct,Tablet,26
REG06930,USR0762,EVT054,2024-01-22,1,4.1,Email,Tablet,30
REG06931,USR0762,EVT064,2023-11-24,1,3.1,Email,Desktop,41
REG06932,USR0762,EVT045,2023-01-21,1,5.0,Recommandation,Tablet,29
REG06933,USR0762,EVT022,2023-09-24,1,3.3,Direct,Mobile,59
REG06934,USR0763,EVT060,2024-04-05,1,4.7,Push Notification,Tablet,48
REG06935,USR0763,EVT063,2024-09-13,1,3.0,Recommandation,Desktop,14
REG06936,USR0763,EVT056,2023-03-13,1,3.2,Push Notification,Desktop,55
REG06937,USR0763,EVT044,2024-12-31,1,4.7,Social Media,Tablet,39
REG06938,USR0763,EVT051,2023-02-01,0,,Direct,Mobile,22
REG06939,USR0763,EVT062,2024-02-15,1,4.7,Social Media,Desktop,9
REG06940,USR0763,EVT067,2023-09-13,1,4.3,Direct,Desktop,29
REG06941,USR0763,EVT034,2024-06-23,0,,Direct,Tablet,5
REG06942,USR0763,EVT061,2024-10-24,1,3.2,Email,Desktop,7
REG06943,USR0763,EVT058,2023-08-30,1,3.9,Direct,Desktop,39
REG06944,USR0763,EVT042,2024-01-05,0,,Push Notification,Tablet,9
REG06945,USR0764,EVT027,2023-10-05,0,,Direct,Desktop,14
REG06946,USR0764,EVT069,2024-04-24,1,3.8,Recommandation,Desktop,50
REG06947,USR0764,EVT012,2024-04-07,1,3.2,Push Notification,Mobile,54
REG06948,USR0764,EVT009,2024-09-11,1,3.5,Email,Mobile,35
REG06949,USR0764,EVT030,2024-12-22,1,4.4,Recommandation,Mobile,36
REG06950,USR0764,EVT024,2024-06-25,1,4.7,Direct,Desktop,37
REG06951,USR0764,EVT005,2023-10-13,0,,Push Notification,Tablet,25
REG06952,USR0764,EVT062,2024-02-01,1,4.5,Social Media,Desktop,54
REG06953,USR0764,EVT061,2024-06-02,1,4.2,Social Media,Mobile,34
REG06954,USR0764,EVT013,2024-05-05,1,3.5,Email,Desktop,8
REG06955,USR0764,EVT010,2024-07-06,1,3.6,Email,Tablet,47
REG06956,USR0764,EVT063,2024-09-30,1,3.1,Recommandation,Desktop,17
REG06957,USR0764,EVT020,2024-04-22,1,3.9,Direct,Mobile,24
REG06958,USR0765,EVT054,2023-12-18,1,4.0,Direct,Mobile,4
REG06959,USR0765,EVT052,2024-09-08,1,3.9,Push Notification,Tablet,31
REG06960,USR0765,EVT060,2023-10-11,0,,Direct,Desktop,6
REG06961,USR0765,EVT033,2024-09-20,1,3.2,Recommandation,Desktop,52
REG06962,USR0765,EVT034,2023-01-08,1,4.1,Social Media,Mobile,15
REG06963,USR0765,EVT063,2023-11-18,1,4.9,Social Media,Tablet,8
REG06964,USR0765,EVT017,2024-11-23,0,,Social Media,Tablet,42
REG06965,USR0766,EVT028,2024-05-21,1,3.0,Direct,Desktop,2
REG06966,USR0766,EVT027,2023-04-19,1,4.3,Social Media,Mobile,54
REG06967,USR0766,EVT024,2024-09-07,1,5.0,Direct,Desktop,54
REG06968,USR0766,EVT029,2024-09-18,0,,Direct,Tablet,50
REG06969,USR0766,EVT018,2023-11-08,1,4.6,Push Notification,Mobile,49
REG06970,USR0766,EVT016,2024-05-05,1,3.1,Direct,Mobile,27
REG06971,USR0766,EVT013,2024-02-21,1,4.5,Social Media,Desktop,5
REG06972,USR0766,EVT051,2024-02-18,0,,Push Notification,Tablet,26
REG06973,USR0766,EVT032,2023-08-01,1,3.2,Email,Mobile,10
REG06974,USR0767,EVT039,2023-05-13,1,4.6,Social Media,Desktop,20
REG06975,USR0767,EVT041,2023-01-28,1,3.8,Recommandation,Desktop,37
REG06976,USR0767,EVT040,2024-05-13,1,4.6,Push Notification,Desktop,20
REG06977,USR0767,EVT062,2023-10-03,0,,Push Notification,Desktop,37
REG06978,USR0767,EVT065,2024-10-27,1,3.2,Email,Tablet,30
REG06979,USR0767,EVT058,2024-01-25,1,4.8,Email,Mobile,45
REG06980,USR0767,EVT037,2023-06-30,0,,Social Media,Mobile,58
REG06981,USR0767,EVT067,2023-09-18,0,,Push Notification,Tablet,1
REG06982,USR0767,EVT038,2023-01-25,1,4.2,Email,Desktop,16
REG06983,USR0767,EVT042,2024-01-30,1,3.6,Recommandation,Desktop,34
REG06984,USR0767,EVT055,2024-03-12,1,4.2,Email,Mobile,39
REG06985,USR0767,EVT056,2023-06-23,0,,Push Notification,Mobile,51
REG06986,USR0767,EVT051,2023-11-20,1,3.6,Recommandation,Mobile,60
REG06987,USR0767,EVT013,2023-11-17,1,3.7,Recommandation,Tablet,52
REG06988,USR0768,EVT056,2024-03-09,1,5.0,Email,Tablet,52
REG06989,USR0768,EVT039,2023-06-28,1,4.6,Social Media,Tablet,55
REG06990,USR0768,EVT052,2023-07-22,0,,Push Notification,Mobile,54
REG06991,USR0768,EVT055,2023-12-03,1,4.7,Recommandation,Mobile,2
REG06992,USR0768,EVT009,2023-04-06,1,3.5,Recommandation,Desktop,26
REG06993,USR0769,EVT040,2024-02-29,0,,Push Notification,Tablet,54
REG06994,USR0769,EVT014,2024-01-08,1,3.8,Email,Mobile,14
REG06995,USR0769,EVT034,2023-03-21,1,3.1,Direct,Mobile,43
REG06996,USR0769,EVT066,2023-07-04,1,3.7,Push Notification,Mobile,17
REG06997,USR0769,EVT048,2024-10-11,0,,Recommandation,Tablet,58
REG06998,USR0769,EVT050,2024-01-06,1,4.5,Push Notification,Tablet,52
REG06999,USR0769,EVT036,2023-03-05,1,4.5,Recommandation,Tablet,27
REG07000,USR0769,EVT054,2024-04-10,1,3.9,Recommandation,Tablet,4
REG07001,USR0770,EVT051,2024-06-09,1,4.4,Social Media,Tablet,8
REG07002,USR0770,EVT064,2023-11-04,1,4.7,Push Notification,Desktop,57
REG07003,USR0770,EVT050,2024-10-17,1,3.4,Direct,Mobile,54
REG07004,USR0770,EVT026,2024-06-29,1,3.8,Email,Desktop,45
REG07005,USR0770,EVT024,2024-06-07,1,4.5,Social Media,Desktop,46
REG07006,USR0771,EVT059,2023-03-16,1,4.5,Email,Desktop,44
REG07007,USR0771,EVT066,2023-10-07,1,4.0,Recommandation,Mobile,24
REG07008,USR0771,EVT052,2024-12-16,0,,Push Notification,Tablet,17
REG07009,USR0771,EVT047,2023-02-23,1,4.3,Recommandation,Desktop,27
REG07010,USR0771,EVT068,2024-12-30,1,3.3,Direct,Tablet,2
REG07011,USR0771,EVT045,2024-11-08,1,3.9,Email,Tablet,51
REG07012,USR0771,EVT056,2023-12-24,1,3.9,Direct,Mobile,22
REG07013,USR0771,EVT039,2023-09-02,1,3.5,Recommandation,Tablet,18
REG07014,USR0771,EVT044,2024-01-23,1,4.9,Social Media,Desktop,18
REG07015,USR0771,EVT006,2023-05-11,1,4.4,Recommandation,Tablet,2
REG07016,USR0772,EVT020,2023-06-18,1,4.5,Push Notification,Mobile,37
REG07017,USR0772,EVT003,2023-12-30,0,,Email,Desktop,36
REG07018,USR0772,EVT037,2024-05-23,1,4.8,Recommandation,Tablet,13
REG07019,USR0772,EVT049,2024-08-18,1,3.1,Recommandation,Tablet,47
REG07020,USR0773,EVT066,2023-08-03,0,,Social Media,Mobile,57
REG07021,USR0773,EVT068,2024-02-02,1,4.8,Recommandation,Tablet,24
REG07022,USR0773,EVT053,2024-12-24,1,4.9,Direct,Mobile,57
REG07023,USR0773,EVT058,2024-06-01,1,4.0,Direct,Desktop,47
REG07024,USR0773,EVT047,2024-03-29,1,3.4,Push Notification,Tablet,16
REG07025,USR0773,EVT037,2024-09-08,1,3.6,Email,Mobile,38
REG07026,USR0773,EVT051,2024-11-29,1,4.9,Social Media,Tablet,23
REG07027,USR0773,EVT049,2024-03-31,1,4.1,Push Notification,Tablet,55
REG07028,USR0773,EVT055,2023-01-16,1,4.1,Direct,Mobile,47
REG07029,USR0773,EVT035,2024-06-05,1,3.9,Push Notification,Mobile,44
REG07030,USR0773,EVT038,2023-03-14,1,4.1,Recommandation,Tablet,42
REG07031,USR0773,EVT052,2024-08-25,0,,Social Media,Desktop,26
REG07032,USR0773,EVT059,2024-10-12,1,3.0,Direct,Desktop,22
REG07033,USR0773,EVT062,2024-03-05,1,3.6,Direct,Tablet,30
REG07034,USR0773,EVT018,2023-01-04,0,,Push Notification,Desktop,7
REG07035,USR0773,EVT026,2024-07-01,0,,Social Media,Desktop,23
REG07036,USR0774,EVT017,2023-12-03,1,4.2,Email,Tablet,9
REG07037,USR0774,EVT022,2023-02-05,1,4.8,Push Notification,Mobile,17
REG07038,USR0774,EVT023,2024-02-14,1,4.2,Email,Desktop,19
REG07039,USR0774,EVT014,2023-08-02,1,4.3,Recommandation,Tablet,17
REG07040,USR0774,EVT016,2024-05-06,0,,Push Notification,Tablet,11
REG07041,USR0774,EVT064,2023-02-12,1,4.3,Recommandation,Desktop,1
REG07042,USR0774,EVT025,2024-11-29,1,4.3,Social Media,Desktop,6
REG07043,USR0774,EVT015,2024-07-08,1,4.5,Email,Mobile,5
REG07044,USR0774,EVT063,2023-07-05,1,3.4,Direct,Desktop,59
REG07045,USR0774,EVT026,2023-07-04,1,4.9,Email,Tablet,26
REG07046,USR0774,EVT055,2024-09-25,0,,Recommandation,Mobile,58
REG07047,USR0775,EVT047,2024-10-15,1,3.8,Direct,Desktop,31
REG07048,USR0775,EVT050,2023-03-09,0,,Direct,Tablet,37
